Model,Log-Loss,ROC-AUC,Log-Loss_Baseline,ROC-AUC_Baseline
Logistic_Regression,,,1.0994164511716251,0.4874456224925511
Random_Forest,,,1.268490639450298,0.510985170604069
XGBoost,,,1.5499969413005406,0.5141979923496199
