Model,Model,Log-Loss,ROC-AUC,Log-Loss_Baseline,ROC-AUC_Baseline,Log-Loss_Calibrated,ROC-AUC_Calibrated
Logistic_Regression,Logistic_Regression,,,1.0994164511716251,0.4874456224925511,1.0955617602860284,0.5
Random_Forest,Random_Forest,,,1.268490639450298,0.510985170604069,1.1034842505105644,0.5094293575834427
XGBoost,XGBoost,,,1.5499969413005406,0.5141979923496199,1.0940272035453438,0.5394354146958943
